Gene,sox2,gata1a,foxh1,sall4,nanog,smad2,rad21a,eomesa,ctcf,hif1ab,pou5f1,rnf2,tbxta,zic3,tbx6,sox10,tbx16
amn1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dbpa,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
npat,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ppardb,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
tssc4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
nudt1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
flot2b,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
cdh2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ube2c,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frya,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
lrrtm2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoxc1a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
frmd6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-147h1.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
usp47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stx12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc8a2a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uri1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
dennd10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rpap2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
snrnp70,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
hsp90b1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-304f21.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trim24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
rap1gds1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
col9a3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dnajc5ab,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lgals3a,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
sash1a,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
rasgef1ba,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
stt3b,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
si:ch1073-165f9.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
magt1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cox7a1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
egln2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ednraa,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
znhit6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
clrn2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arl15b,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
rars1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcl6b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lrrc51,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
nkd1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nnr,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eef2k,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
capns1b,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
tbc1d5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
klhl42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pcxa,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
foxo3b,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cdc14aa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ostc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
xiap,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foxi1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
zbtb2a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
maml3,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
lrrc34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cep44,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
ap1s2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
chl1b,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
raver1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
htr7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dlgap1a,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
slc2a9l1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fam118b,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
mstnb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
prdx4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
top2b,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nkx1.2la,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
luc7l,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
zdhhc8a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zmat2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cops3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ctdsp2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
cd81a,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
tox,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
arcn1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
phldb2b,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
chtf18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
calm1a;calm1b;calm2a;calm2b;calm3a;calm3b,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
kif25,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
gemin2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adss2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
drd4a,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
npl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arl4ab,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rpl9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
zranb3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ezh1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
dap,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kcns3b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-100n23.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adcyap1b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
snrnp48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mylkb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spdl1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
sclt1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
mapk10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
usp10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mpl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsc22d3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aebp2,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
si:dkey-244a7.1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hoxa13a,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
cytip,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tcf7l1b,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
lmnl3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tnfaip8l1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
rpl13a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
si:dkey-48j7.3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
stk35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
her9,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
s100u,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
shox2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gfra4a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cntfr,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
si:dkey-50i6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
samd14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fen1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
etf1b,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
pik3ip1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
atxn1a,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
pold2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plekhm2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:dkey-286j15.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam174b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pdrg1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mrap2a,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
eif3ja,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cap1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-193n17.9,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
orc5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
crbn,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nnt2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
cyp1d1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rcc2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ube2l3b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ptprsa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
morn5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fbxo3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gramd1c,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
smurf1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
zdhhc7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tnpo1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cfap36,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cdc25b,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
traf6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
akip1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sox17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
klhl17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ganab,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
zic2b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tacr3l,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
abcb6a,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
aaas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
grap2b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fev,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gria4a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mphosph8,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
dnd,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ubc,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
si:dkey-93n13.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scpep1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf706,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
zbtb3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mrps27,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
cnot11,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
idh3b,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
her4.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
dus4l,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mtfr1l,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
si:dkey-147f3.8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
cpsf1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tsc1b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
iqgap3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
ppme1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
castor2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
rnd1b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
psme4b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
neil1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
b4galnt4a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mif4gdb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
glyctk,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
crema,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
si:dkey-234i14.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kctd12.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
mrpl21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
trim67,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
usb1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tmx1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
abhd17ab,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
fam214b,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
si:ch211-259k16.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
commd3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stat2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sc5d,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nxnl1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
zc3h14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ophn1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tmlhe,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
notch3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rragcb,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rybpb,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc7a3b,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
imp3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
eif4a1b,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
mov10a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
nqo1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rps6kc1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
dlg1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
surf6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
slc30a1a,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
cryzl1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
frem2b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nkx2.4a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ubash3bb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
abhd17aa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slc35a2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
cars1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
si:ch73-281n10.2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
cdc42bpb,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
sept12,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
cpm,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
gabarapb,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prkg2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eif4ebp1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
cnpy1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ctdsp1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
drl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
snapin,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
prkar2aa,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:ch73-311h14.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-153a8.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cyp2aa11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabp4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uqcr10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
traf2a,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
si:dkey-43f9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cry-dash,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
sp3b,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
copg2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tmpoa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vimp,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ndufs1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ankrd27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mapkapk3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ap2a1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ranbp3b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
syngr1a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bxdc2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ankrd54,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
rasal2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
ddx39ab,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc25a36a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ptk6a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cep131,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
msrb1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
mgat1b,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
qpctlb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rac3b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gse1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
disp2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
gss,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
brd2a,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ccnt2a,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
l3mbtl3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
foxp4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
LOC101882451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppp1r9bb,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ece1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
fgf2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100151059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rgs12a,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ckap4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
fryb,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
rbx1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
plagl2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
rerea,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
sptan1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
sp9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ddias,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tp53bp2b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mthfr,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
slc25a35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
coro2a,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
purba,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-111e20.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fkbp8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
foxa3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
alx1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sec31b,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
nuak2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
kif23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
micall2b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ska1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
micu2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
mon1a,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
casc3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
rpl11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sema4gb,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
git2a,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cmip,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:ch73-141c7.1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
prkcg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rab33a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mapk7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-113g11.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100333265,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
snap91a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
arv1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
pip4k2aa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-211f22.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
cenpj,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
lrrtm4l1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ptprnb,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
st7l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nfic,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
zar1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sec61a1l,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
nsa2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
aldh4a1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
chd4b,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
hdac9b,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ndufv3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cdc14ab,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tbcelb,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ano9a,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
ubqln4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
hes6,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
prkg3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pxylp1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
znf827,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
gsnb,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
si:ch73-139e5.2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
lbr,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spartb,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
rnf111,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
atp1a1a.1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
bbs1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
csrnp1a,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
dmrt1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gad1b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pabpn1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
skor1a,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
slc27a1a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
scocb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mafaa,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
crtam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
