Gene,sox2,gata1a,foxh1,sall4,nanog,smad2,rad21a,eomesa,ctcf,hif1ab,pou5f1,rnf2,tbxta,zic3,tbx6,sox10,tbx16
vav3b,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
mfsd14bb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ttll9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
itgae.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pknox2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dhx40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mrpl51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gosr1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-253d23.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lmtk2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tnni2a.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3hypdh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cntn3a.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vipb,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gatc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
siglec15l,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rnaseh1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf1143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
serinc5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hyal2a,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
mgme1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cyp7a1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
b3gnt3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fgf17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dao.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
plin2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-20i20.15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bcl3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-87e7.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rb1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
casp9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ntn1a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
chpfa,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
itcha,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zmp:0000001103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-104f11.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
prr33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
agpat2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nrp2b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atr,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ntng1a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyd5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
abce1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lrrc3cb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
asah1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cx39.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-212g7.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-97b10.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
samd4a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
odf3l2b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
alk,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taf4a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
rap2b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dnaja2b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-250g4.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tmem248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rlf,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
si:dkeyp-67a8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ddx39b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
atl1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
myl4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
galnt9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-83f18.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paqr7b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dpysl3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cyc1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
parp6a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snx18a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kif28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
esr1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pwp2h,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pias1a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
igf2bp3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
zdhhc15a,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
clptm1l,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hif1al2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rap1ab,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pde3b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ythdc1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100330554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cx28.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
si:dkey-157l19.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mbd6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpo7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
pla2g6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zbtb4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tmem135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-62k3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rabgap1l2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-23k10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sgms2a,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tnpo2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
eif2ak2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
znf1014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
plxna2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
spns1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adcy7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chkb,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
elocb,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cxcl11.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kcnh4b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rnf7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-134m17.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmod1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
golph3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
si:ch73-221f6.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hnrnph1l,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-239h2.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ppp1r13l,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
osbpl2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
asb13b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:dkey-92i17.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:ch211-261n11.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spata20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cul3b,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
angptl6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fabp3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cfap300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lamb2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-103a14.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jund,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hoxc5a,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
peli2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:ch73-337l15.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:ch1073-441p17.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dab2ipa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pter,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lsp1a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
map2k5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
irs4a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
klf5l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gstr,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mlf1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aatkb,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gtf2a1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tnfsf12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rnf2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
syngap1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
prdm8b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dhrs13a.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ipo7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
si:dkey-121b10.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vps13a,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ccdc96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rnf145b,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
si:ch211-113a14.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prim2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unc93a,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
syt14b,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dnase1l1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rassf2b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
znrd2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-7a3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
snapc4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ptpn13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
prox1a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stk17b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zdhhc2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
si:ch73-71d17.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kaznb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spata2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tapt1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lyrm2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ccnj,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ckmt1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kcnc1a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf1078,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
adgra2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
psmd5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otof,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pxdc1b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pak1ip1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cacna2d1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fnbp4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-121a2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rad52,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
actr8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ergic3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fam78bb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cst3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tfap2e,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
spata4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tmem205,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-174i8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
si:ch211-201o1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uck1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
klf9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sh3tc2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vdac2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
raraa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pigk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ethe1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ccdc181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:dkey-88l16.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
fli1rs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
map4k3b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
paqr4b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
panx2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
c1galt1a,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
adcy2a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-236d3.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
psma6b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kctd6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dab2ipb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
anxa13l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pigm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trhra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-207b24.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccc1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
blvrb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-94e7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dsela,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
naa25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cinp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fancc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
als2b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ston2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cox5b1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nol9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zwilch,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dennd6aa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cfi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mrpl34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gpr180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
celsr3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
olfm3a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
btbd10b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aspg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cbr1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-117c9.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
znf1183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nrbp2b,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
myorg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
trak1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irx5a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rpp21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sema4e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-122l24.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pacsin1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arhgef2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
porb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-240l19.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xirp2a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cpz,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tppp2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
zc3h7ba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brap,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ano2b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
miip,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rnf11b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cdh12a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aldh2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
abca5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-172k15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
si:dkeyp-53d3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mef2aa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uchl5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
samd10a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ankrd28b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cldn5b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
carmil3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:ch211-218m3.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
palmda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
plppr4a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sympk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
phtf2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hpcal1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sestd1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tnfrsf9a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
suv39h1b,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ppwd1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-191g9.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eif3ha,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
si:ch1073-303k11.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ppib,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-161n3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hoxc11a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atp5md,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ogfod1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bicc1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sez6b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sema5ba,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ptprt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
msgn1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lenep,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hoxd10a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-35i13.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mibp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ttc41,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lrrc23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
azi2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
si:dkey-109j17.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cd4-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pin4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mylz3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
igl4v10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-283j8.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
pip4k2ca,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-138e16.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scinlb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syt7b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtf2e1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dgat1a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wasf2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cetn2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ndufs5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:ch73-335d12.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch1073-111c8.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
loxl2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nek3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fbxl3l,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
si:ch211-117k10.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prpf39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-163m14.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nat9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cdk5r1b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mapk6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
atp2b2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-288d18.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
znf692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
slc38a6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
serpine3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-280o22.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
atp2a3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tmem161a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lin54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ribc1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mrpl12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-127i16.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fbxo30a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rcbtb2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sema3bl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ncf1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabp5a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egr3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mgrn1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fgf13b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
myct1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:ch211-225b10.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myo5aa,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sdhaf3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vps72a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
