,Gene name,Gene stable ID
28302,CLDN10,ENSDARG00000104528
28303,,ENSDARG00000114882
28304,5S_rRNA,ENSDARG00000100600
28305,zgc:175280,ENSDARG00000099111
28306,zmp:0000000624,ENSDARG00000045254
28307,,ENSDARG00000112154
28308,5S_rRNA,ENSDARG00000098556
28309,ier5l,ENSDARG00000110793
28310,,ENSDARG00000113449
28311,chrna6,ENSDARG00000116434
28312,,ENSDARG00000115397
28313,U6,ENSDARG00000114915
28314,KLHDC3,ENSDARG00000102772
28315,Metazoa_SRP,ENSDARG00000112210
28316,slc6a15,ENSDARG00000109790
28317,,ENSDARG00000110569
28318,upk2,ENSDARG00000103164
28319,,ENSDARG00000110206
28320,MIOS,ENSDARG00000102587
28321,mrpl45,ENSDARG00000115767
28322,LIMA1,ENSDARG00000101441
28323,Metazoa_SRP,ENSDARG00000112716
28324,lipcb,ENSDARG00000090486
28325,,ENSDARG00000089720
28326,,ENSDARG00000110083
28327,,ENSDARG00000111722
28328,,ENSDARG00000116764
28329,,ENSDARG00000087767
28330,mir218b,ENSDARG00000083269
28331,XKR4,ENSDARG00000104264
28332,mir210,ENSDARG00000083336
28333,hnrnpul1l,ENSDARG00000079780
28334,,ENSDARG00000058631
28335,taar12g,ENSDARG00000113915
28336,mir7148,ENSDARG00000098943
28337,DPF3,ENSDARG00000025309
28338,SNORD15,ENSDARG00000111557
28339,,ENSDARG00000115820
28340,,ENSDARG00000110525
28341,gamt,ENSDARG00000109945
28342,,ENSDARG00000109694
28343,,ENSDARG00000109875
28344,,ENSDARG00000115469
28345,mir219-3,ENSDARG00000102905
28346,5S_rRNA,ENSDARG00000102093
28347,gnpda1,ENSDARG00000114846
28348,capn2l,ENSDARG00000111153
28349,slco1f2,ENSDARG00000101156
28350,,ENSDARG00000104832
28351,zmp:0000000521,ENSDARG00000001817
28352,5S_rRNA,ENSDARG00000100507
28353,5S_rRNA,ENSDARG00000081351
28354,tmem192,ENSDARG00000116740
28355,,ENSDARG00000111114
28356,,ENSDARG00000109300
28357,cxl34b.11,ENSDARG00000110023
28358,,ENSDARG00000116337
28359,,ENSDARG00000110387
28360,,ENSDARG00000110884
28361,CMKLR2,ENSDARG00000101366
28362,slc34a2b,ENSDARG00000036864
28363,HRH2,ENSDARG00000107444
28364,U1,ENSDARG00000091552
28365,si:ch211-217i17.1,ENSDARG00000100155
28366,5S_rRNA,ENSDARG00000087117
28367,,ENSDARG00000103037
28368,,ENSDARG00000111317
28369,5S_rRNA,ENSDARG00000107203
28370,slc39a1,ENSDARG00000058257
28371,5S_rRNA,ENSDARG00000084136
28372,tfpi2,ENSDARG00000115583
28373,,ENSDARG00000101063
28374,,ENSDARG00000116426
28375,5S_rRNA,ENSDARG00000098516
28376,DERL2,ENSDARG00000042401
28377,5S_rRNA,ENSDARG00000084393
28378,,ENSDARG00000109505
28379,lars1a,ENSDARG00000090988
28380,,ENSDARG00000113212
28381,ttc33,ENSDARG00000111770
28382,mrrf,ENSDARG00000115754
28383,abcc2,ENSDARG00000116140
28384,,ENSDARG00000102815
28385,5S_rRNA,ENSDARG00000112307
28386,SOCS7,ENSDARG00000077018
28387,CEP120,ENSDARG00000091326
28388,cfd,ENSDARG00000115542
28389,si:ch211-244b2.3,ENSDARG00000069244
28390,TBCA,ENSDARG00000016754
28391,5S_rRNA,ENSDARG00000110322
28392,lta,ENSDARG00000020483
28393,5S_rRNA,ENSDARG00000113776
28394,F13A1,ENSDARG00000094832
28395,si:dkey-19e4.5,ENSDARG00000089886
28396,,ENSDARG00000112895
28397,,ENSDARG00000114518
28398,5S_rRNA,ENSDARG00000110582
28399,,ENSDARG00000113948
28400,5S_rRNA,ENSDARG00000115316
28401,PAX3,ENSDARG00000028348
28402,smyhc3,ENSDARG00000116413
28403,PSMD2,ENSDARG00000103190
28404,U1,ENSDARG00000110974
28405,,ENSDARG00000115959
28406,SNORA73,ENSDARG00000080823
28407,CEBPB,ENSDARG00000042725
28408,,ENSDARG00000115528
28409,Metazoa_SRP,ENSDARG00000103999
28410,,ENSDARG00000110519
28411,,ENSDARG00000116341
28412,hs3st3b1b,ENSDARG00000113233
28413,SAMD5,ENSDARG00000110032
28414,,ENSDARG00000110441
28415,5S_rRNA,ENSDARG00000084935
28416,adgrg3,ENSDARG00000074782
28417,zmp:0000001332,ENSDARG00000098538
28418,,ENSDARG00000117006
28419,ARHGAP42,ENSDARG00000010654
28420,5S_rRNA,ENSDARG00000101674
28421,GAN,ENSDARG00000100875
28422,,ENSDARG00000109339
28423,dre-mir-338-1,ENSDARG00000103334
28424,,ENSDARG00000115575
28425,,ENSDARG00000112323
28426,si:ch1073-280e3.1,ENSDARG00000019772
28427,RYR1,ENSDARG00000023797
28428,rapsn,ENSDARG00000111358
28429,MIR193A,ENSDARG00000105128
28430,FBLN1,ENSDARG00000103311
28431,CNOT8,ENSDARG00000020043
28432,vps37ba,ENSDARG00000109293
28433,mir9-7,ENSDARG00000081313
28434,ahrra,ENSDARG00000099702
28435,slc16a2,ENSDARG00000098694
28436,ZSWIM6,ENSDARG00000101282
28437,MCM4,ENSDARG00000040041
28438,jupa,ENSDARG00000112777
28439,map3k7cl,ENSDARG00000069143
28440,cutc,ENSDARG00000113409
28441,LRIT1,ENSDARG00000099406
28442,plaat1l,ENSDARG00000074014
28443,,ENSDARG00000115259
28444,pbldp,ENSDARG00000117072
28445,NME1,ENSDARG00000103791
28446,nmbb,ENSDARG00000115224
28447,LIMK1,ENSDARG00000103467
28448,,ENSDARG00000101547
28449,slc35e3,ENSDARG00000114987
28450,,ENSDARG00000117040
28451,kcnj11,ENSDARG00000114565
28452,STOML2,ENSDARG00000103135
28453,nherf1a,ENSDARG00000109893
28454,rem2,ENSDARG00000109687
28455,,ENSDARG00000111134
28456,DUSP16,ENSDARG00000102474
28457,,ENSDARG00000112837
28458,,ENSDARG00000113473
28459,,ENSDARG00000113116
28460,sytl2a,ENSDARG00000061956
28461,,ENSDARG00000115371
28462,WWC1,ENSDARG00000076041
28463,MRPS9,ENSDARG00000061505
28464,vtg4,ENSDARG00000116698
28465,POU4F3,ENSDARG00000006206
28466,,ENSDARG00000106298
28467,,ENSDARG00000112702
28468,,ENSDARG00000059899
28469,irf1b,ENSDARG00000043249
28470,nog3,ENSDARG00000116141
28471,,ENSDARG00000090770
28472,,ENSDARG00000117107
28473,,ENSDARG00000116499
28474,cox17,ENSDARG00000114117
28475,,ENSDARG00000113999
28476,,ENSDARG00000110912
28477,TMEM179,ENSDARG00000090064
28478,,ENSDARG00000106606
28479,TFR2,ENSDARG00000103727
28480,,ENSDARG00000114872
28481,MYADML2,ENSDARG00000053953
28482,bahcc1a,ENSDARG00000103739
28483,5S_rRNA,ENSDARG00000084859
28484,5S_rRNA,ENSDARG00000108079
28485,si:ch211-156l18.4,ENSDARG00000116455
28486,eif1ad,ENSDARG00000110436
28487,,ENSDARG00000113516
28488,5S_rRNA,ENSDARG00000101268
28489,zgc:92161,ENSDARG00000101749
28490,,ENSDARG00000116162
28491,,ENSDARG00000114947
28492,wu:fc75a09,ENSDARG00000111625
28493,zgc:113274,ENSDARG00000116981
28494,,ENSDARG00000111957
28495,,ENSDARG00000113390
28496,,ENSDARG00000114870
28497,5S_rRNA,ENSDARG00000113541
28498,,ENSDARG00000116443
28499,LPL,ENSDARG00000098720
28500,,ENSDARG00000099322
28501,,ENSDARG00000113447
28502,trim8b,ENSDARG00000115043
28503,5S_rRNA,ENSDARG00000109130
28504,,ENSDARG00000112746
28505,,ENSDARG00000114521
28506,hoxc11b,ENSDARG00000102631
28507,,ENSDARG00000110276
28508,,ENSDARG00000110719
28509,SNORD33,ENSDARG00000081926
28510,cfap206,ENSDARG00000021997
28511,,ENSDARG00000115524
28512,GATC,ENSDARG00000056855
28513,,ENSDARG00000116600
28514,5S_rRNA,ENSDARG00000109398
28515,BRINP1,ENSDARG00000078302
28516,,ENSDARG00000109234
28517,PLXNA1,ENSDARG00000114823
28518,AGPAT2,ENSDARG00000101139
28519,SNORD36C,ENSDARG00000082739
28520,,ENSDARG00000044355
28521,,ENSDARG00000115461
28522,5S_rRNA,ENSDARG00000109011
28523,,ENSDARG00000110098
28524,lman2la,ENSDARG00000102657
28525,,ENSDARG00000109609
28526,,ENSDARG00000116839
28527,5S_rRNA,ENSDARG00000107234
28528,trim24,ENSDARG00000103350
28529,crlf2,ENSDARG00000090632
28530,,ENSDARG00000115535
28531,,ENSDARG00000109332
28532,5S_rRNA,ENSDARG00000084399
28533,U1,ENSDARG00000098333
28534,cpdp,ENSDARG00000099519
28535,5S_rRNA,ENSDARG00000112668
28536,,ENSDARG00000027161
28537,U1,ENSDARG00000080902
28538,5S_rRNA,ENSDARG00000115854
28539,,ENSDARG00000113016
28540,,ENSDARG00000111460
28541,dbn1,ENSDARG00000069113
28542,5S_rRNA,ENSDARG00000104764
28543,5S_rRNA,ENSDARG00000101761
28544,,ENSDARG00000116182
28545,,ENSDARG00000117111
28546,,ENSDARG00000117119
28547,cidec,ENSDARG00000110335
28548,5S_rRNA,ENSDARG00000085581
28549,U1,ENSDARG00000109385
28550,IQGAP3,ENSDARG00000098650
28551,ndufs4,ENSDARG00000110036
28552,5S_rRNA,ENSDARG00000082853
28553,NPFFR2,ENSDARG00000033635
28554,5S_rRNA,ENSDARG00000110796
28555,fgf1a,ENSDARG00000110811
28556,dnase1l1,ENSDARG00000115057
28557,5S_rRNA,ENSDARG00000107439
28558,,ENSDARG00000075321
28559,zgc:173714,ENSDARG00000103495
28560,si:ch211-201h21.5,ENSDARG00000114785
28561,5S_rRNA,ENSDARG00000110523
28562,,ENSDARG00000117200
28563,cyba,ENSDARG00000018283
28564,5S_rRNA,ENSDARG00000108568
28565,islr2,ENSDARG00000109523
28566,TMX1,ENSDARG00000019487
28567,5S_rRNA,ENSDARG00000109046
28568,5S_rRNA,ENSDARG00000107724
28569,,ENSDARG00000102440
28570,5S_rRNA,ENSDARG00000107038
28571,5S_rRNA,ENSDARG00000109595
28572,TMEM248,ENSDARG00000018825
28573,,ENSDARG00000080351
28574,tmed10,ENSDARG00000110672
28575,5S_rRNA,ENSDARG00000107215
28576,,ENSDARG00000109526
28577,5S_rRNA,ENSDARG00000112955
28578,zgc:113030,ENSDARG00000069869
28579,5S_rRNA,ENSDARG00000103410
28580,,ENSDARG00000081946
28581,hivep2b,ENSDARG00000018773
28582,Metazoa_SRP,ENSDARG00000112313
28583,5S_rRNA,ENSDARG00000115398
28584,sfrp1b,ENSDARG00000115373
28585,U1,ENSDARG00000111217
28586,AXL,ENSDARG00000112045
28587,SMOC1,ENSDARG00000088255
28588,mir124-5,ENSDARG00000080174
28589,5S_rRNA,ENSDARG00000108078
28590,hmx1,ENSDARG00000109725
28591,MIR216A,ENSDARG00000081608
28592,,ENSDARG00000115550
28593,5S_rRNA,ENSDARG00000110136
28594,5S_rRNA,ENSDARG00000111739
28595,,ENSDARG00000116366
28596,MIR124-1,ENSDARG00000081311
28597,5S_rRNA,ENSDARG00000112147
28598,5S_rRNA,ENSDARG00000109346
28599,,ENSDARG00000112455
28600,,ENSDARG00000116076
28601,PRMT5,ENSDARG00000079605
28602,angptl7,ENSDARG00000110344
28603,,ENSDARG00000099875
28604,ACER2,ENSDARG00000077782
28605,,ENSDARG00000115497
28606,5S_rRNA,ENSDARG00000081967
28607,dre-mir-430c-16,ENSDARG00000115532
28608,snord79.2,ENSDARG00000083254
28609,5S_rRNA,ENSDARG00000100337
28610,5S_rRNA,ENSDARG00000084493
28611,,ENSDARG00000114374
28612,dre-mir-2185-1,ENSDARG00000117063
28613,U1,ENSDARG00000098619
28614,5S_rRNA,ENSDARG00000102037
28615,,ENSDARG00000081648
28616,kntc1,ENSDARG00000101670
28617,5S_rRNA,ENSDARG00000111058
28618,5S_rRNA,ENSDARG00000084425
28619,SLC18A3,ENSDARG00000107527
28620,,ENSDARG00000113904
28621,U1,ENSDARG00000117047
28622,U6,ENSDARG00000116964
28623,,ENSDARG00000114635
28624,5S_rRNA,ENSDARG00000082391
28625,5S_rRNA,ENSDARG00000084878
28626,dctpp1,ENSDARG00000110718
28627,5S_rRNA,ENSDARG00000085022
28628,,ENSDARG00000114326
28629,si:ch211-27e6.1,ENSDARG00000099898
28630,dntt,ENSDARG00000104792
28631,5S_rRNA,ENSDARG00000104433
28632,5S_rRNA,ENSDARG00000114000
28633,nepro,ENSDARG00000113319
28634,CDK2AP1,ENSDARG00000115248
28635,dmc1,ENSDARG00000110457
28636,5S_rRNA,ENSDARG00000110456
28637,or80a5,ENSDARG00000111377
28638,5S_rRNA,ENSDARG00000104776
28639,DCC,ENSDARG00000104282
28640,5S_rRNA,ENSDARG00000111127
28641,stk3,ENSDARG00000115118
28642,,ENSDARG00000114909
28643,U3,ENSDARG00000111498
28644,5S_rRNA,ENSDARG00000106898
28645,5S_rRNA,ENSDARG00000108974
28646,,ENSDARG00000110115
28647,,ENSDARG00000110949
28648,U5,ENSDARG00000112834
28649,,ENSDARG00000110623
28650,,ENSDARG00000111589
28651,5S_rRNA,ENSDARG00000116969
28652,5S_rRNA,ENSDARG00000112610
28653,U4,ENSDARG00000082871
28654,,ENSDARG00000109278
28655,5S_rRNA,ENSDARG00000111089
28656,SCYL2,ENSDARG00000032627
28657,5S_rRNA,ENSDARG00000084856
28658,5S_rRNA,ENSDARG00000115080
28659,5S_rRNA,ENSDARG00000113072
28660,5S_rRNA,ENSDARG00000080487
28661,rgcc,ENSDARG00000113601
28662,5S_rRNA,ENSDARG00000110929
28663,MDH2,ENSDARG00000043371
28664,tspan36,ENSDARG00000109488
28665,MEGF6,ENSDARG00000074808
28666,rmrp,ENSDARG00000080987
28667,SLC15A1,ENSDARG00000100315
28668,5S_rRNA,ENSDARG00000098598
28669,fuca2,ENSDARG00000115098
28670,5S_rRNA,ENSDARG00000110337
28671,U6,ENSDARG00000115165
28672,psmb11b,ENSDARG00000068086
28673,U6,ENSDARG00000115011
28674,5S_rRNA,ENSDARG00000113260
28675,U6,ENSDARG00000115833
28676,,ENSDARG00000110534
28677,5S_rRNA,ENSDARG00000084373
28678,F2RL2,ENSDARG00000079472
28679,5S_rRNA,ENSDARG00000082311
28680,XRCC2,ENSDARG00000013933
28681,,ENSDARG00000115154
28682,5S_rRNA,ENSDARG00000099570
28683,5S_rRNA,ENSDARG00000107336
28684,,ENSDARG00000084449
28685,,ENSDARG00000068110
28686,U6,ENSDARG00000115434
28687,,ENSDARG00000100053
28688,hbae5,ENSDARG00000116612
28689,5S_rRNA,ENSDARG00000115287
28690,5S_rRNA,ENSDARG00000106969
28691,nots,ENSDARG00000099824
28692,Metazoa_SRP,ENSDARG00000114253
28693,U6,ENSDARG00000112420
28694,5S_rRNA,ENSDARG00000099000
28695,,ENSDARG00000114667
28696,5S_rRNA,ENSDARG00000107168
28697,MIR18A,ENSDARG00000098078
28698,MIR21,ENSDARG00000082187
28699,,ENSDARG00000111470
28700,,ENSDARG00000113178
28701,5S_rRNA,ENSDARG00000115660
28702,5S_rRNA,ENSDARG00000108180
28703,mirlet7d-1,ENSDARG00000082825
28704,MIR129-2,ENSDARG00000082458
28705,sdcbp2,ENSDARG00000113289
28706,adra2a,ENSDARG00000111717
28707,FAM193B,ENSDARG00000102831
28708,,ENSDARG00000116466
28709,mir9-6,ENSDARG00000082766
28710,5S_rRNA,ENSDARG00000107017
28711,numa1,ENSDARG00000102483
28712,dre-mir-2184,ENSDARG00000085822
28713,5S_rRNA,ENSDARG00000110732
28714,,ENSDARG00000109880
28715,,ENSDARG00000080840
28716,5S_rRNA,ENSDARG00000082997
28717,,ENSDARG00000116266
28718,,ENSDARG00000110432
28719,GPSM1,ENSDARG00000054874
28720,amdhd1,ENSDARG00000109584
28721,cenps,ENSDARG00000111281
28722,5S_rRNA,ENSDARG00000108301
28723,,ENSDARG00000116993
28724,ESAM,ENSDARG00000077039
28725,U4,ENSDARG00000113730
28726,,ENSDARG00000112267
28727,U1,ENSDARG00000112603
28728,,ENSDARG00000115334
28729,HGSNAT,ENSDARG00000077804
28730,SCGN,ENSDARG00000058732
28731,slc13a3,ENSDARG00000115362
28732,5S_rRNA,ENSDARG00000107180
28733,,ENSDARG00000111893
28734,C1D,ENSDARG00000021112
28735,,ENSDARG00000111186
28736,,ENSDARG00000113722
28737,,ENSDARG00000114417
28738,,ENSDARG00000113189
28739,snord118b.2,ENSDARG00000109514
28740,zmpste24,ENSDARG00000115387
28741,,ENSDARG00000115588
28742,5S_rRNA,ENSDARG00000116736
28743,si:dkey-172h23.2,ENSDARG00000111852
28744,mettl2a,ENSDARG00000113100
28745,fgf10a,ENSDARG00000116867
28746,calm3b,ENSDARG00000074057
28747,SLC52A3,ENSDARG00000042737
28748,5S_rRNA,ENSDARG00000111527
28749,si:ch73-267c23.10,ENSDARG00000111669
28750,trim69,ENSDARG00000060688
28751,tmem116,ENSDARG00000077155
28752,,ENSDARG00000099583
28753,U6,ENSDARG00000111322
28754,crygs2,ENSDARG00000111780
28755,,ENSDARG00000113277
28756,,ENSDARG00000111973
28757,U6,ENSDARG00000116916
28758,FOXK2,ENSDARG00000030583
28759,5S_rRNA,ENSDARG00000084310
28760,faah2a,ENSDARG00000112163
28761,,ENSDARG00000113905
28762,PRRC2C,ENSDARG00000057583
28763,polr1b,ENSDARG00000115880
28764,ftr94,ENSDARG00000116989
28765,,ENSDARG00000112132
28766,,ENSDARG00000109990
28767,,ENSDARG00000115906
28768,,ENSDARG00000111673
28769,,ENSDARG00000099947
28770,,ENSDARG00000117158
28771,MIR22,ENSDARG00000083597
28772,ADAMTS5,ENSDARG00000100307
28773,,ENSDARG00000109365
28774,,ENSDARG00000107077
28775,MIRLET7C,ENSDARG00000081442
28776,,ENSDARG00000101736
28777,,ENSDARG00000111748
28778,sc:d217,ENSDARG00000079645
28779,apobec2b,ENSDARG00000113181
28780,,ENSDARG00000116345
28781,,ENSDARG00000109827
28782,taar12c,ENSDARG00000111094
28783,,ENSDARG00000112339
28784,si:dkey-240e12.6,ENSDARG00000110137
28785,,ENSDARG00000116836
28786,,ENSDARG00000114170
28787,,ENSDARG00000106150
28788,,ENSDARG00000086931
28789,,ENSDARG00000098593
28790,adrb1,ENSDARG00000115574
28791,MAPKAPK3,ENSDARG00000111612
28792,SLC5A7,ENSDARG00000102336
28793,arl6ip5a,ENSDARG00000114089
28794,rasd3,ENSDARG00000117134
28795,TRIL,ENSDARG00000100791
28796,,ENSDARG00000111865
28797,,ENSDARG00000112925
28798,vps37a,ENSDARG00000110505
28799,,ENSDARG00000115008
28800,tmem107,ENSDARG00000059150
28801,PIGH,ENSDARG00000038348
28802,kmt5b,ENSDARG00000115965
28803,,ENSDARG00000110517
28804,ch25hl1.1,ENSDARG00000113169
28805,,ENSDARG00000114011
28806,,ENSDARG00000098959
28807,selplg,ENSDARG00000105023
28808,GGT7,ENSDARG00000115805
28809,,ENSDARG00000109536
28810,FBXO33,ENSDARG00000075400
28811,,ENSDARG00000111038
28812,echdc3,ENSDARG00000099787
28813,,ENSDARG00000112972
28814,znf1140,ENSDARG00000114700
28815,,ENSDARG00000115931
28816,,ENSDARG00000109789
28817,,ENSDARG00000101026
28818,,ENSDARG00000114698
28819,SIK3,ENSDARG00000088083
28820,moxd1l,ENSDARG00000115126
28821,apeh,ENSDARG00000008703
28822,zmp:0000001127,ENSDARG00000067814
28823,DCUN1D2,ENSDARG00000041592
28824,foxb1b,ENSDARG00000113373
28825,cinp,ENSDARG00000111466
28826,,ENSDARG00000059039
28827,bag6,ENSDARG00000075892
28828,,ENSDARG00000114711
28829,zgc:165653,ENSDARG00000104713
28830,,ENSDARG00000109507
28831,rsad1,ENSDARG00000112179
28832,,ENSDARG00000116597
28833,MBNL1,ENSDARG00000052978
28834,EXOSC7,ENSDARG00000100060
28835,,ENSDARG00000116721
28836,lgi2b,ENSDARG00000116343
28837,pcdh7a,ENSDARG00000078898
28838,WNT7A,ENSDARG00000002483
28839,endouc,ENSDARG00000112234
28840,TBXA2R,ENSDARG00000104717
28841,TULP1,ENSDARG00000100478
28842,tcima,ENSDARG00000110999
28843,si:dkey-30k22.5,ENSDARG00000117192
28844,,ENSDARG00000002773
28845,,ENSDARG00000114278
28846,wee1,ENSDARG00000115653
28847,lrrc51,ENSDARG00000040668
28848,MFSD1,ENSDARG00000101379
28849,calr3b,ENSDARG00000102808
28850,faslg,ENSDARG00000098913
28851,5S_rRNA,ENSDARG00000083676
28852,,ENSDARG00000109659
28853,RNF170,ENSDARG00000104069
28854,,ENSDARG00000112392
28855,5S_rRNA,ENSDARG00000104585
28856,zgc:194221,ENSDARG00000039687
28857,rnft1,ENSDARG00000116783
28858,zic2b,ENSDARG00000112354
28859,U1,ENSDARG00000114860
28860,,ENSDARG00000111075
28861,,ENSDARG00000116070
28862,U1,ENSDARG00000111887
28863,zgc:63587,ENSDARG00000017140
28864,,ENSDARG00000099376
28865,,ENSDARG00000115711
28866,5S_rRNA,ENSDARG00000112334
28867,PRPSAP1,ENSDARG00000099222
28868,si:ch211-264f5.8,ENSDARG00000111980
28869,si:ch73-106k19.2,ENSDARG00000102568
28870,5S_rRNA,ENSDARG00000084497
28871,,ENSDARG00000112168
28872,AANAT,ENSDARG00000036567
28873,,ENSDARG00000114793
28874,5S_rRNA,ENSDARG00000111597
28875,,ENSDARG00000106212
28876,pho,ENSDARG00000035133
28877,,ENSDARG00000109920
28878,mrpl23,ENSDARG00000111947
28879,,ENSDARG00000115652
28880,5S_rRNA,ENSDARG00000106853
28881,mhc2d8.35a1,ENSDARG00000116565
28882,,ENSDARG00000100052
28883,,ENSDARG00000090072
28884,5S_rRNA,ENSDARG00000115650
28885,col28a1b,ENSDARG00000087087
28886,,ENSDARG00000090901
28887,,ENSDARG00000116431
28888,mfsd2ab,ENSDARG00000114714
28889,,ENSDARG00000110170
28890,,ENSDARG00000103261
28891,5S_rRNA,ENSDARG00000083954
28892,5S_rRNA,ENSDARG00000111524
28893,,ENSDARG00000112137
28894,,ENSDARG00000114288
28895,,ENSDARG00000111371
28896,5S_rRNA,ENSDARG00000084026
28897,zgc:153913,ENSDARG00000063518
28898,atp6v0d1,ENSDARG00000115876
28899,cldn7a,ENSDARG00000111721
28900,,ENSDARG00000109578
28901,5S_rRNA,ENSDARG00000112482
28902,U1,ENSDARG00000112989
28903,NPTN,ENSDARG00000103002
28904,zmp:0000001102,ENSDARG00000056652
28905,nitr1o,ENSDARG00000069773
28906,5S_rRNA,ENSDARG00000082857
28907,AAMDC,ENSDARG00000103957
28908,PGS1,ENSDARG00000075857
28909,5S_rRNA,ENSDARG00000115217
28910,,ENSDARG00000112926
28911,5S_rRNA,ENSDARG00000112004
28912,,ENSDARG00000116699
28913,5S_rRNA,ENSDARG00000113824
28914,FAM89A,ENSDARG00000079979
28915,5S_rRNA,ENSDARG00000108569
28916,galns,ENSDARG00000113387
28917,U6,ENSDARG00000111137
28918,,ENSDARG00000101056
28919,,ENSDARG00000083760
28920,CREBRF,ENSDARG00000105114
28921,5S_rRNA,ENSDARG00000108911
28922,rnasel3,ENSDARG00000116275
28923,5S_rRNA,ENSDARG00000107423
28924,FOXN2,ENSDARG00000055574
28925,zbtb1,ENSDARG00000112571
28926,5S_rRNA,ENSDARG00000112877
28927,5S_rRNA,ENSDARG00000113686
28928,minar2,ENSDARG00000078922
28929,,ENSDARG00000114483
28930,5S_rRNA,ENSDARG00000083966
28931,U4,ENSDARG00000083431
28932,5S_rRNA,ENSDARG00000114954
28933,5S_rRNA,ENSDARG00000111481
28934,5S_rRNA,ENSDARG00000116636
28935,,ENSDARG00000100037
28936,5S_rRNA,ENSDARG00000105872
28937,U1,ENSDARG00000110052
28938,5S_rRNA,ENSDARG00000107205
28939,CORO2B,ENSDARG00000063604
28940,crygm2d4,ENSDARG00000115295
28941,klhl24a,ENSDARG00000110851
28942,5S_rRNA,ENSDARG00000114647
28943,5S_rRNA,ENSDARG00000114171
28944,,ENSDARG00000115429
28945,zgc:110249,ENSDARG00000035221
28946,dmrt3a,ENSDARG00000114587
28947,5S_rRNA,ENSDARG00000108055
28948,zmp:0000001331,ENSDARG00000076361
28949,U4,ENSDARG00000113699
28950,,ENSDARG00000111813
28951,,ENSDARG00000110187
28952,,ENSDARG00000088069
28953,NPLOC4,ENSDARG00000100487
28954,5S_rRNA,ENSDARG00000115739
28955,U3,ENSDARG00000114361
28956,5S_rRNA,ENSDARG00000108502
28957,TMEM33,ENSDARG00000041332
28958,5S_rRNA,ENSDARG00000107629
28959,5S_rRNA,ENSDARG00000085406
28960,casp20,ENSDARG00000104367
28961,5S_rRNA,ENSDARG00000108162
28962,5S_rRNA,ENSDARG00000113854
28963,5S_rRNA,ENSDARG00000102126
28964,STK39,ENSDARG00000087203
28965,5S_rRNA,ENSDARG00000116185
28966,,ENSDARG00000114781
28967,5S_rRNA,ENSDARG00000106769
28968,,ENSDARG00000116107
28969,5S_rRNA,ENSDARG00000101491
28970,,ENSDARG00000110382
28971,5S_rRNA,ENSDARG00000107742
28972,get1,ENSDARG00000110353
28973,,ENSDARG00000116414
28974,dre-mir-430a-13,ENSDARG00000111403
28975,5S_rRNA,ENSDARG00000107630
28976,,ENSDARG00000111125
28977,5S_rRNA,ENSDARG00000114622
28978,cpeb4b,ENSDARG00000100499
28979,,ENSDARG00000115384
28980,,ENSDARG00000112780
28981,5S_rRNA,ENSDARG00000115024
28982,,ENSDARG00000106947
28983,5S_rRNA,ENSDARG00000115212
28984,5S_rRNA,ENSDARG00000113563
28985,,ENSDARG00000088932
28986,5S_rRNA,ENSDARG00000090789
28987,,ENSDARG00000114390
28988,5S_rRNA,ENSDARG00000115468
28989,5S_rRNA,ENSDARG00000102918
28990,U6,ENSDARG00000111278
28991,HS2ST1,ENSDARG00000099478
28992,,ENSDARG00000114631
28993,snord118b.3,ENSDARG00000081379
28994,,ENSDARG00000089303
28995,rpz6,ENSDARG00000089889
28996,Metazoa_SRP,ENSDARG00000115291
28997,tuba5,ENSDARG00000042708
28998,ptrh1,ENSDARG00000110279
28999,5S_rRNA,ENSDARG00000109303
29000,,ENSDARG00000114531
29001,MIR27B,ENSDARG00000082462
29002,,ENSDARG00000109983
29003,,ENSDARG00000112530
29004,dre-mir-10b-2,ENSDARG00000082918
29005,,ENSDARG00000113332
29006,,ENSDARG00000113760
29007,,ENSDARG00000114465
29008,U6,ENSDARG00000113358
29009,,ENSDARG00000112950
29010,si:dkey-31g16.2,ENSDARG00000105495
29011,,ENSDARG00000117079
29012,,ENSDARG00000117194
29013,5S_rRNA,ENSDARG00000109377
29014,SNORD42,ENSDARG00000082891
29015,amd1,ENSDARG00000111778
29016,mfap2,ENSDARG00000059367
29017,kctd2,ENSDARG00000114216
29018,U6,ENSDARG00000113608
29019,capn8,ENSDARG00000111228
29020,,ENSDARG00000086095
29021,FRRS1,ENSDARG00000077605
29022,,ENSDARG00000116097
29023,,ENSDARG00000111944
29024,ocstamp,ENSDARG00000114094
29025,,ENSDARG00000114734
29026,,ENSDARG00000116529
29027,xkr5a,ENSDARG00000103017
29028,rnu6ataca,ENSDARG00000080562
29029,5S_rRNA,ENSDARG00000098812
29030,FREM1,ENSDARG00000069473
29031,,ENSDARG00000116252
29032,,ENSDARG00000080523
29033,GABRA4,ENSDARG00000013389
29034,exosc10,ENSDARG00000115953
29035,dre-mir-727,ENSDARG00000083247
29036,b3galt10.1,ENSDARG00000113537
29037,,ENSDARG00000114625
29038,MXRA5,ENSDARG00000076309
29039,lat,ENSDARG00000100334
29040,PCNP,ENSDARG00000116774
29041,RGS9BP,ENSDARG00000086756
29042,TRAF2,ENSDARG00000078378
29043,dre-mir-2193,ENSDARG00000083706
29044,MIR99A,ENSDARG00000081315
29045,,ENSDARG00000111048
29046,poglut2,ENSDARG00000109619
29047,,ENSDARG00000099364
